PatentNumber,Country
75794,Argentina
75793,Argentina
77705,Argentina
77703,Argentina
77704,Argentina
77702,Argentina
81852,Argentina
81854,Argentina
81853,Argentina
83225,Argentina
83226,Argentina
83224,Argentina
85308,Argentina
85309,Argentina
83635,Argentina
83637,Argentina
83633,Argentina
83636,Argentina
83634,Argentina
83638,Argentina
83639,Argentina
84136,Argentina
84141,Argentina
84137,Argentina
84138,Argentina
84135,Argentina
84139,Argentina
84142,Argentina
84140,Argentina
84427,Argentina
84428,Argentina
86351,Argentina
86352,Argentina
86469,Argentina
86468,Argentina
86466,Argentina
86467,Argentina
81594,Argentina
81662,Argentina
81705,Argentina
82420,Argentina
82421,Argentina
82816,Argentina
83492,Argentina
83500,Argentina
83861,Argentina
83862,Argentina
85598,Argentina
85725,Argentina
85726,Argentina
85993,Argentina
86762,Argentina
86747,Argentina
156670,Australia
156669,Australia
153190,Australia
154884,Australia
154885,Australia
308235,Australia
308148,Australia
308803,Australia
311028,Australia
308802,Australia
310712,Australia
308242,Australia
309753,Australia
309970,Australia
310132,Australia
310235,Australia
310029,Australia
310028,Australia
313870,Australia
313869,Australia
313913,Australia
313912,Australia
313098,Australia
313925,Australia
313957,Australia
313956,Australia
313978,Australia
313542,Australia
314229,Australia
313550,Australia
313549,Australia
313545,Australia
313548,Australia
314401,Australia
315424,Australia
313544,Australia
313556,Australia
313543,Australia
313555,Australia
313541,Australia
313546,Australia
313503,Australia
313547,Australia
313672,Australia
313501,Australia
313504,Australia
314402,Australia
315423,Australia
313502,Australia
316554,Australia
316551,Australia
316553,Australia
316685,Australia
316550,Australia
316552,Australia
320389,Australia
319747,Australia
320359,Australia
320358,Australia
320586,Australia
320357,Australia
319779,Australia
320390,Australia
320354,Australia
320352,Australia
320368,Australia
320356,Australia
320355,Australia
324479,Australia
324477,Australia
324475,Australia
324476,Australia
324842,Australia
324473,Australia
324474,Australia
324480,Australia
324478,Australia
332025,Australia
332024,Australia
334338,Australia
334341,Australia
334280,Australia
334340,Australia
334281,Australia
334128,Australia
334289,Australia
334339,Australia
334107,Australia
334129,Australia
335590,Australia
335593,Australia
335591,Australia
335594,Australia
335592,Australia
339718,Australia
339719,Australia
340224,Australia
340135,Australia
340133,Australia
340134,Australia
340137,Australia
340136,Australia
340334,Australia
340229,Australia
340230,Australia
340847,Australia
340848,Australia
340989,Australia
340990,Australia
340055,Australia
340855,Australia
340856,Australia
340857,Australia
340858,Australia
340859,Australia
340860,Australia
340861,Australia
340862,Australia
340863,Australia
340864,Australia
340865,Australia
340866,Australia
340867,Australia
340868,Australia
340869,Australia
340053,Australia
340054,Australia
340993,Australia
340994,Australia
340995,Australia
340228,Australia
340227,Australia
340226,Australia
340225,Australia
340231,Australia
340820,Australia
340821,Australia
340822,Australia
340823,Australia
340849,Australia
340850,Australia
340050,Australia
340051,Australia
340851,Australia
340852,Australia
340052,Australia
340991,Australia
340992,Australia
340853,Australia
340854,Australia
340223,Australia
340726,Australia
340727,Australia
340207,Australia
340824,Australia
340825,Australia
340728,Australia
340729,Australia
340208,Australia
340209,Australia
340210,Australia
340211,Australia
340212,Australia
340213,Australia
340214,Australia
340215,Australia
340827,Australia
340826,Australia
340216,Australia
340217,Australia
340218,Australia
340219,Australia
340220,Australia
340221,Australia
340222,Australia
341958,Australia
341864,Australia
341865,Australia
341847,Australia
341838,Australia
341866,Australia
341836,Australia
342016,Australia
342017,Australia
342018,Australia
341962,Australia
341853,Australia
341882,Australia
341881,Australia
341834,Australia
341831,Australia
341851,Australia
341852,Australia
341830,Australia
341832,Australia
341833,Australia
341880,Australia
342030,Australia
342031,Australia
342032,Australia
341886,Australia
341885,Australia
341884,Australia
341883,Australia
341992,Australia
341848,Australia
342023,Australia
341997,Australia
341998,Australia
342024,Australia
341994,Australia
341996,Australia
341993,Australia
341829,Australia
341854,Australia
341927,Australia
341846,Australia
341845,Australia
342019,Australia
341969,Australia
341970,Australia
341971,Australia
341987,Australia
341989,Australia
341988,Australia
341990,Australia
341991,Australia
341938,Australia
341844,Australia
341843,Australia
341939,Australia
342036,Australia
342037,Australia
341940,Australia
341857,Australia
341856,Australia
341862,Australia
341861,Australia
341860,Australia
341924,Australia
341859,Australia
341858,Australia
340996,Australia
340997,Australia
341967,Australia
341968,Australia
341849,Australia
341963,Australia
341835,Australia
341941,Australia
341942,Australia
341855,Australia
341887,Australia
342430,Australia
341926,Australia
341925,Australia
341955,Australia
341966,Australia
341965,Australia
341923,Australia
341957,Australia
342020,Australia
342021,Australia
342022,Australia
341889,Australia
341879,Australia
341943,Australia
342038,Australia
341961,Australia
341964,Australia
341863,Australia
341888,Australia
341960,Australia
342346,Australia
342039,Australia
341956,Australia
341867,Australia
341878,Australia
342040,Australia
342014,Australia
340251,Australia
340252,Australia
340998,Australia
340999,Australia
340870,Australia
340871,Australia
343685,Australia
343686,Australia
343687,Australia
343688,Australia
343690,Australia
344695,Australia
344696,Australia
344697,Australia
343691,Australia
343692,Australia
343693,Australia
343694,Australia
343695,Australia
343696,Australia
343697,Australia
343744,Australia
343745,Australia
343746,Australia
343747,Australia
343748,Australia
343749,Australia
343750,Australia
343751,Australia
343752,Australia
343753,Australia
343754,Australia
343755,Australia
343756,Australia
343757,Australia
343758,Australia
343729,Australia
343689,Australia
343730,Australia
343731,Australia
343732,Australia
343733,Australia
343923,Australia
343921,Australia
343922,Australia
344324,Australia
345180,Australia
345178,Australia
344597,Australia
344570,Australia
344569,Australia
344568,Australia
344567,Australia
345702,Australia
344566,Australia
347614,Australia
346368,Australia
346298,Australia
346299,Australia
346300,Australia
346301,Australia
346302,Australia
346303,Australia
345520,Australia
345522,Australia
345556,Australia
345555,Australia
345554,Australia
345553,Australia
345521,Australia
345525,Australia
345524,Australia
345523,Australia
345526,Australia
345527,Australia
345557,Australia
346894,Australia
346895,Australia
346889,Australia
346891,Australia
346890,Australia
346892,Australia
346893,Australia
347195,Australia
347194,Australia
347196,Australia
347197,Australia
346452,Australia
346110,Australia
346237,Australia
346106,Australia
346105,Australia
346107,Australia
346236,Australia
346238,Australia
346071,Australia
350025,Australia
350026,Australia
349986,Australia
349985,Australia
351832,Australia
351680,Australia
351679,Australia
352179,Australia
352178,Australia
353006,Australia
352961,Australia
353007,Australia
353662,Australia
354024,Australia
354025,Australia
354003,Australia
354004,Australia
354144,Australia
352963,Australia
352609,Australia
352613,Australia
352698,Australia
352614,Australia
352615,Australia
352641,Australia
352616,Australia
352681,Australia
352617,Australia
352964,Australia
351687,Australia
351659,Australia
351658,Australia
351686,Australia
351685,Australia
351656,Australia
351684,Australia
351655,Australia
351775,Australia
354191,Australia
354192,Australia
354193,Australia
354194,Australia
354195,Australia
354186,Australia
354203,Australia
354187,Australia
354188,Australia
354327,Australia
353409,Australia
353411,Australia
353412,Australia
353413,Australia
353441,Australia
353442,Australia
354771,Australia
354927,Australia
354821,Australia
354690,Australia
355813,Australia
355814,Australia
355047,Australia
355427,Australia
355426,Australia
355424,Australia
355422,Australia
355417,Australia
355419,Australia
355416,Australia
355414,Australia
355413,Australia
355418,Australia
355420,Australia
355423,Australia
355425,Australia
355428,Australia
355429,Australia
355430,Australia
355415,Australia
356553,Australia
356554,Australia
356555,Australia
356556,Australia
142670,Australia
144954,Australia
147892,Australia
147873,Australia
151530,Australia
149338,Australia
149337,Australia
154480,Australia
155292,Australia
157644,Australia
308771,Australia
309844,Australia
311493,Australia
313082,Australia
311067,Australia
313777,Australia
313778,Australia
312922,Australia
313753,Australia
313835,Australia
313834,Australia
314418,Australia
314417,Australia
315521,Australia
316740,Australia
316743,Australia
315520,Australia
316742,Australia
317613,Australia
316149,Australia
316148,Australia
316346,Australia
316074,Australia
316072,Australia
316347,Australia
317486,Australia
317615,Australia
318310,Australia
318803,Australia
318804,Australia
318971,Australia
318970,Australia
318956,Australia
318957,Australia
318973,Australia
318974,Australia
318955,Australia
318975,Australia
318954,Australia
319820,Australia
319821,Australia
319823,Australia
320214,Australia
321094,Australia
321093,Australia
321095,Australia
322029,Australia
321168,Australia
321108,Australia
322249,Australia
322027,Australia
322247,Australia
321701,Australia
321702,Australia
321700,Australia
323399,Australia
321176,Australia
321177,Australia
321175,Australia
322246,Australia
322248,Australia
322243,Australia
321956,Australia
321174,Australia
321178,Australia
321179,Australia
321180,Australia
321969,Australia
321968,Australia
322054,Australia
322025,Australia
322031,Australia
321938,Australia
321939,Australia
322035,Australia
322036,Australia
323678,Australia
322301,Australia
321955,Australia
323714,Australia
323725,Australia
322061,Australia
322052,Australia
322028,Australia
322245,Australia
321949,Australia
322030,Australia
322299,Australia
322060,Australia
321954,Australia
322115,Australia
322116,Australia
322117,Australia
322133,Australia
322134,Australia
322063,Australia
322055,Australia
322057,Australia
322058,Australia
322059,Australia
321937,Australia
321964,Australia
322053,Australia
321947,Australia
321945,Australia
321946,Australia
321948,Australia
321967,Australia
321944,Australia
321942,Australia
321941,Australia
321940,Australia
322032,Australia
321952,Australia
321951,Australia
322034,Australia
321953,Australia
322064,Australia
321965,Australia
324160,Australia
324155,Australia
324156,Australia
324157,Australia
324158,Australia
324159,Australia
321505,Australia
325854,Australia
325855,Australia
325852,Australia
325853,Australia
325932,Australia
325931,Australia
325930,Australia
325929,Australia
325020,Australia
327541,Australia
327564,Australia
327562,Australia
327563,Australia
329410,Australia
328274,Australia
331112,Australia
331113,Australia
331114,Australia
332381,Australia
332382,Australia
331597,Australia
338630,Australia
337115,Australia
337116,Australia
338631,Australia
341230,Australia
341093,Australia
342724,Australia
342725,Australia
342726,Australia
349353,Australia
349354,Australia
350163,Australia
350166,Australia
350164,Australia
350168,Australia
350170,Australia
350167,Australia
353722,Australia
353718,Australia
353719,Australia
353720,Australia
353721,Australia
353723,Australia
353724,Australia
355933,Australia
356367,Australia
355967,Australia
356414,Australia
356413,Australia
356411,Australia
356412,Australia
356415,Australia
356369,Australia
356406,Australia
356368,Australia
357001,Australia
357506,Australia
357505,Australia
357537,Australia
357441,Australia
357432,Australia
357981,Australia
357511,Australia
357899,Australia
361496,Australia
361497,Australia
361510,Australia
361509,Australia
361499,Australia
361500,Australia
361501,Australia
361502,Australia
361503,Australia
361504,Australia
361505,Australia
361506,Australia
361507,Australia
361508,Australia
361543,Australia
361936,Australia
361542,Australia
361495,Australia
361494,Australia
361491,Australia
361490,Australia
361492,Australia
361493,Australia
361541,Australia
361540,Australia
364572 ,Australia
362945,Australia
363492,Australia
363494,Australia
363493,Australia
363407,Australia
363408,Australia
363409,Australia
363341,Australia
364444,Australia
364126,Australia
364542,Australia
38518/38519,Austria
7270,Austria
7271,Austria
7272,Austria
31585-01/02,Benelux
23592-01,Benelux
23592-02,Benelux
23592-03,Benelux
DI5900546.7,Brazil
DI6400010-9,Brazil
DI6401023-6,Brazil
DI 6400940-8,Brazil
DI6400963-7,Brazil
DI6400939-4,Brazil
DI6501137-6,Brazil
DI6501206-2,Brazil
DI6501289-5,Brazil
DI6501069-8,Brazil
DI6600318-0,Brazil
DI6600322-9,Brazil
DI6600320-2,Brazil
DI 6600323-7,Brazil
DI6600321-0,Brazil
DI6600319-9,Brazil
DI6601605-3,Brazil
DI 6601610-0,Brazil
DI6601608-8,Brazil
DI6601606-1,Brazil
DI6601611-8,Brazil
DI6601607-0,Brazil
DI 6601601-0,Brazil
DI 6601609-6,Brazil
DI6601602-9,Brazil
DI6601604-5,Brazil
DI6505074-6,Brazil
DI6600018-1,Brazil
DI6600936-7,Brazil
DI6600937-5,Brazil
DI6600933-2,Brazil
DI6600926-0,Brazil
DI6600938-3,Brazil
DI6601242-2,Brazil
DI6600927-8,Brazil
DI6600928-6,Brazil
DI6601241-4,Brazil
DI6602375-0,Brazil
DI6602374-2,Brazil
DI6600929-4,Brazil
DI6600934-0,Brazil
DI6600925-1,Brazil
DI6601371-2,Brazil
DI6602146-4,Brazil
DI6600935-9,Brazil
DI6600930-8,Brazil
DI6601374-7,Brazil
DI6601613-4,Brazil
DI6601592-8,Brazil
DI6601612-6,Brazil
DI6602155-3,Brazil
DI6602154-5,Brazil
DI6602158-8,Brazil
DI6602792-6,Brazil
DI6602790-0,Brazil
DI6602376-9,Brazil
DI6602373-4,Brazil
DI6602982-1,Brazil
DI6601106-0,Brazil
DI6601098-5,Brazil
DI6603563-5,Brazil
DI6603565-1,Brazil
DI 6603492-2,Brazil
DI6603489-2,Brazil
DI6603561-9,Brazil
DI6603562-7,Brazil
DI 6603490-6,Brazil
DI6603486-8,Brazil
DI6603564-3,Brazil
DI6603566-0,Brazil
DI6603487-6,Brazil
DI6603482-5,Brazil
DI6603483-3,Brazil
DI6601070-5,Brazil
DI6700099-1,Brazil
DI6603853-7,Brazil
DI6603852-9,Brazil
DI6603854-5,Brazil
DI 6603851?0,Brazil
DI6700224-2,Brazil
DI6700232-3,Brazil
DI6700343-5,Brazil
DI6700241-2,Brazil
DI6700342-7,Brazil
DI6700373-7,Brazil
DI6604540-1,Brazil
DI6604529-0,Brazil
DI6604532-0,Brazil
DI6604393-0,Brazil
DI6604506-1,Brazil
DI6604530-4,Brazil
DI 6604380-8,Brazil
DI6604533-9,Brazil
DI 6604531-2,Brazil
DI6604378-6,Brazil
DI 6604368-9,Brazil
DI6604541-0,Brazil
DI6604534-7,Brazil
DI6604375-1,Brazil
DI6604382-4,Brazil
DI 6604344-1,Brazil
DI6604586-0,Brazil
DI6604590-8,Brazil
DI6604589-4,Brazil
DI6604587-8,Brazil
DI6604545-2,Brazil
DI 6604394-8,Brazil
DI 6604354-9,Brazil
DI 6604390-5,Brazil
DI6604376-0,Brazil
DI 6604346-8,Brazil
DI 6604544-4,Brazil
DI 6604345-0,Brazil
DI6604377-8,Brazil
DI 6604381-6,Brazil
DI 6604374-3,Brazil
DI 6604542-8,Brazil
DI 6604373-5,Brazil
DI6604543-6,Brazil
DI 6604539-8,Brazil
DI 6604536-3,Brazil
DI 6604352-2,Brazil
DI 6604353-0,Brazil
DI 6604507-0,Brazil
DI 6604588-6,Brazil
DI6604351-4,Brazil
DI6604392-1,Brazil
DI 6604386-7,Brazil
DI 6604379-4,Brazil
DI 6604388-3,Brazil
DI 6604387-5,Brazil
DI 6604838-9,Brazil
DI6604538-0,Brazil
DI 6604391-3,Brazil
DI 6604535-5,Brazil
DI6602280-0,Brazil
DI 6602279-7,Brazil
DI6700355-9,Brazil
DI 6700354-0,Brazil
DI 6700399-0,Brazil
DI6700092-4,Brazil
DI6700096-7,Brazil
DI6700084-3,Brazil
DI 6700088-6,Brazil
DI6700082-7,Brazil
DI 6700094?0,Brazil
DI 6700095-9,Brazil
DI6700087-8,Brazil
DI6700093-2,Brazil
DI6700091-6,Brazil
DI6700089-4,Brazil
DI 6700079?7,Brazil
DI6700090-8,Brazil
DI 6700086-0,Brazil
DI6700013-4,Brazil
DI 6700083-5,Brazil
DI6700012-6,Brazil
DI 6700080?0,Brazil
DI 6700528-4,Brazil
DI6700456-3,Brazil
DI6700454-7,Brazil
DI6700526-8,Brazil
DI6700452-0,Brazil
DI6700530-6,Brazil
DI 6700451-2,Brazil
DI6700457-1,Brazil
DI 6700458-0,Brazil
DI 6700453-9,Brazil
DI 6700527-6,Brazil
DI6700531-4,Brazil
DI6700529-2,Brazil
DI6700455-5,Brazil
DI 6700312-5,Brazil
DI6700316-8,Brazil
DI6700311-7,Brazil
DI6700320-6,Brazil
DI6700315-0,Brazil
DI6700321-4,Brazil
DI6700323-0,Brazil
DI6700322-2,Brazil
DI6700310-9,Brazil
DI6700317-6,Brazil
DI6700313-3,Brazil
DI 6700314-1,Brazil
DI 6701316-3,Brazil
DI6700325-7,Brazil
DI6700318-4,Brazil
DI6700324-9,Brazil
DI 6700319-2,Brazil
DI 6701584-0,Brazil
DI 6701585-9,Brazil
DI6604202-0,Brazil
DI6604204-6,Brazil
DI6604203-8,Brazil
DI6604206-2,Brazil
DI6604200-3,Brazil
DI6604201-1,Brazil
DI6604205-4,Brazil
DI6604198-8,Brazil
DI6604199-6,Brazil
DI 6704497-2,Brazil
DI6703745-3,Brazil
DI 6704134-5,Brazil
DI 6705319-0,Brazil
DI6702951-5,Brazil
DI6704470-0,Brazil
DI6704158-2,Brazil
DI6704156-6,Brazil
DI 6704157-4,Brazil
DI 6800867?8,Brazil
DI6800866-0,Brazil
DI6800864-3,Brazil
DI6800865-1,Brazil
DI6800868-6,Brazil
DI6800862-7,Brazil
DI 6800869-4,Brazil
DI6800919-4,Brazil
DI6800863-5,Brazil
DI 6801184-9,Brazil
DI6801185-7,Brazil
DI 6801183-0,Brazil
DI6801182-2,Brazil
DI6801759-6,Brazil
DI6801050-8,Brazil
DI 6800916-0,Brazil
DI6800918-6,Brazil
DI 6801297-7,Brazil
DI6801300-0,Brazil
DI 6801299?3,Brazil
DI 6801295-0,Brazil
DI6801298-5,Brazil
DI 6801302?7,Brazil
DI6801301-9,Brazil
DI 6801296-9,Brazil
DI6800900-3,Brazil
DI6800899-6,Brazil
DI6800897-0,Brazil
DI 6800917-8,Brazil
DI6803269-2,Brazil
DI6803279-0,Brazil
DI 6803861-5,Brazil
DI6803682-5,Brazil
DI 6803945?0,Brazil
DI6803943-3,Brazil
DI 6803944?1,Brazil
DI6805946-9,Brazil
DI6803910-7,Brazil
DI6804297-3,Brazil
DI6804704-5,Brazil
DI6804695-2,Brazil
DI 6804118-7,Brazil
DI 6804116-0,Brazil
DI 6804114-4,Brazil
DI6804128-4,Brazil
DI6805695?8,Brazil
DI6805694?0,Brazil
DI6805699?0,Brazil
DI6805697?4,Brazil
DI6805696?6,Brazil
DI6805701?6,Brazil
DI6805702?4,Brazil
DI6805700?8,Brazil
DI6805698?2,Brazil
DI6805692?3,Brazil
DI6805693?1,Brazil
DI 6804834?3,Brazil
DI6804833-5,Brazil
DI 6804832-7,Brazil
DI6804829-7,Brazil
DI 6804935-8,Brazil
DI6804831-9,Brazil
DI 6900521-4,Brazil
DI6900528-1,Brazil
DI 6900529-0,Brazil
DI 6900531-1,Brazil
DI 6900530-3,Brazil
DI 7001424-8,Brazil
DI 7003183-5,Brazil
DI 7005673-0,Brazil
DI 7005672-2,Brazil
DI 7005670-6,Brazil
DI 7005674-9,Brazil
DI 7004232-2,Brazil
DI 7004233-0,Brazil
DI 7004230-6,Brazil
DI 7004231-4,Brazil
DI 7102388-7,Brazil
DI 7102387-9,Brazil
DI 7102362-3,Brazil
DI 7102379-8,Brazil
DI 7102389-5,Brazil
DI 7102390-9,Brazil
DI 7102859-5,Brazil
DI 7102860-9,Brazil
DI 7102813-7,Brazil
DI 7102809-9,Brazil
DI 7102810-2,Brazil
DI 7101725-9,Brazil
DI 7101724-0,Brazil
DI 7101723-2,Brazil
DI 7101722-4,Brazil
DI 7101717-8,Brazil
DI 7101718-6,Brazil
DI 7101716-0,Brazil
DI 7101715-1,Brazil
DI 7101714-3,Brazil
DI 7101713-5,Brazil
DI 7101712-7,Brazil
DI 7101719-4,Brazil
DI 7101720-8,Brazil
DI 7101721-6,Brazil
BR 30 2012 001123-0,Brazil
BR 30 2012 001118 3,Brazil
BR 30 2012 001124-8,Brazil
BR 30 2012 001116-7,Brazil
BR 302012001120-5,Brazil
BR 30 2012 001061 6,Brazil
BR 30 2012 001115-9,Brazil
BR 30 2012 001092-6,Brazil
BR 30 2012 001146-9,Brazil
BR 30 2012 001147-7,Brazil
BR 30 2012 001090-0,Brazil
BR 30 2012 001117-5,Brazil
BR 30 2012 001119-1,Brazil
BR 30 2012 001126-4,Brazil
BR 30 2012 001145-0,Brazil
BR 30 2012 001248-1,Brazil
BR 30 2012 001144-2,Brazil
BR 30 2012 001091-8,Brazil
BR 30 2012 002807 8,Brazil
BR 30 2012 002817 5,Brazil
BR 30 2012 003451 5,Brazil
BR 30 2012 003452 3,Brazil
BR 30 2012 003453 1,Brazil
BR 30 2012 003425 6,Brazil
BR 30 2012 003422 1,Brazil
BR 30 2012 003455 8,Brazil
BR 30 2012 003423 0,Brazil
BR 30 2012 003420 5,Brazil
BR 30 2012 003436 1,Brazil
BR 30 2012 003437 0,Brazil
BR 30 2012 003439 6,Brazil
BR 30 2012 003438 8,Brazil
BR 30 2012 003424 8,Brazil
BR 30 2012 003427 2,Brazil
BR 30 2012 006572-0,Brazil
BR 30 2012 006505 4,Brazil
BR 30 2012 006659 0,Brazil
BR 30 2012 006656 5,Brazil
BR 30 2012 006646 8,Brazil
BR 30 2012 006655 7,Brazil
BR 30 2012 006661 1,Brazil
BR 30 2012 006643 3,Brazil
BR 30 2012 006651 4,Brazil
BR 30 2012 006647 6,Brazil
BR 30 2012 006645 0,Brazil
BR 30 2012 006657 3,Brazil
BR 30 2012 006649 2,Brazil
BR 30 2012 006642 5,Brazil
BR 30 2012 006638 7,Brazil
BR 30 2012 006641 7,Brazil
BR 30 2012 006637 9,Brazil
BR 30 2012 006650 6,Brazil
BR 30 2013 001941-1,Brazil
BR 30 2013 001943 8,Brazil
30-2013-005500-0,Brazil
002134,Brazil
DI61003549,Brazil
DI61002780,Brazil
DI61002763,Brazil
DI61013650,Brazil
DI6201226.6,Brazil
DI6200817.0,Brazil
DI6200983.4,Brazil
DI6200401.8,Brazil
DI6202226.1,Brazil
DI6300701.0,Brazil
DI6302863.8,Brazil
DI6302758.5,Brazil
DI6304273.8,Brazil
DI6400852.5,Brazil
DI6400933.5,Brazil
DI6401546.7,Brazil
DI6402814.3,Brazil
DI6402616.7,Brazil
DI6403607.3,Brazil
DI6404592.7,Brazil
DI6500447.7,Brazil
DI6500498.1,Brazil
DI6502319.6,Brazil
DI6503147.4,Brazil
DI6503344.2,Brazil
DI6503255.1,Brazil
DI6504392.8,Brazil
DI6504527.0,Brazil
DI6600746.1,Brazil
DI6600719.4,Brazil
DI6601071.3,Brazil
DI6601519.7,Brazil
DI6601521.9,Brazil
DI6601520.0,Brazil
DI6601627.4,Brazil
DI6601626.6,Brazil
DI6602512.5,Brazil
DI6603172.9,Brazil
DI6603733.6,Brazil
DI6603480.9,Brazil
DI6604780.3,Brazil
DI6603731.0,Brazil
DI6604509.6,Brazil
DI6604802.8,Brazil
DI6700378.8,Brazil
DI6604796.0,Brazil
DI6702674.5,Brazil
DI6700347.8,Brazil
DI6702668.0,Brazil
DI6702669.9,Brazil
DI6702686.9,Brazil
DI6702688.5,Brazil
DI6702076.3,Brazil
DI6703699.6,Brazil
DI6703702.0,Brazil
DI6703704.6,Brazil
DI6703703.8,Brazil
DI6703705.4,Brazil
DI6702259.6,Brazil
DI6703048.3,Brazil
DI6702258.8,Brazil
DI6702256.1,Brazil
DI6703047.5,Brazil
DI6703330.0,Brazil
DI6703331.8,Brazil
DI6704199.0,Brazil
DI6703332.6,Brazil
DI6703523.0,Brazil
DI6703524.8,Brazil
DI6704495.6,Brazil
DI6704494.8,Brazil
DI6704534.0,Brazil
DI6704526.0,Brazil
DI6704538.3,Brazil
DI6704525.1,Brazil
DI6704537.5,Brazil
DI6704531.6,Brazil
DI6704536.7,Brazil
DI6704533.2,Brazil
DI6704535.9,Brazil
DI6800183.5,Brazil
DI6800992.5,Brazil
DI6800991.7,Brazil
DI6801394.9,Brazil
DI6704196.5,Brazil
DI6704197.3,Brazil
DI6802203.4,Brazil
DI6802437.1,Brazil
DI6803424.5,Brazil
DI6803340.0,Brazil
DI6802429.0,Brazil
DI6803226.9,Brazil
DI6803434.2,Brazil
DI6803228.5,Brazil
DI6803441.5,Brazil
DI6802431.2,Brazil
DI6803417.2,Brazil
DI6803438.5,Brazil
DI6803440.7,Brazil
DI6803391.5,Brazil
DI6803439.3,Brazil
DI6803392.3,Brazil
DI6803435.0,Brazil
DI6803223.4,Brazil
DI6803224.2,Brazil
DI6803446.6,Brazil
DI6803447.4,Brazil
DI6803346.0,Brazil
DI6803442.3,Brazil
DI6803443.1,Brazil
DI6803607.8,Brazil
DI6803381.8,Brazil
DI6803222.6,Brazil
DI6803225.0,Brazil
DI6803342.7,Brazil
DI6803341.9,Brazil
DI6803787.2,Brazil
DI6803416.4,Brazil
DI6803422.9,Brazil
DI6803413.0,Brazil
DI6803827.5,Brazil
DI6803819.4,Brazil
DI6803336.2,Brazil
DI6803419.9,Brazil
DI6803828.3,Brazil
DI6803822.4,Brazil
DI6803824.0,Brazil
DI6803839.9,Brazil
DI6803420.2,Brazil
DI6803421.0,Brazil
DI6803414.8,Brazil
DI6803333.8,Brazil
DI6803331.1,Brazil
DI6803418.0,Brazil
DI6803334.6,Brazil
DI6803338.9,Brazil
DI6803328.1,Brazil
DI6803329.0,Brazil
DI6803394.0,Brazil
DI6803411.3,Brazil
DI6803410.5,Brazil
DI6803825.9,Brazil
DI6803821.6,Brazil
DI6803848.8,Brazil
DI6803397.4,Brazil
DI6803389.3,Brazil
DI6803390.7,Brazil
DI6803396.6,Brazil
DI6803460.1,Brazil
DI6803393.1,Brazil
DI6803395.8,Brazil
DI6803347.8,Brazil
DI6803386.9,Brazil
DI6803344.3,Brazil
DI6803351.6,Brazil
DI6805357.6,Brazil
DI6805380.0,Brazil
DI6805381.9,Brazil
DI6901298.9,Brazil
DI6805356.8,Brazil
DI6805354.1,Brazil
DI6805358.4,Brazil
DI6805355.0,Brazil
DI6805388.6,Brazil
DI6805382.7,Brazil
DI6805384.3,Brazil
DI6805360.6,Brazil
DI6901301.2,Brazil
DI6901297.0,Brazil
DI6805359.2,Brazil
DI6805386.0,Brazil
DI6805385.1,Brazil
DI6901305.5,Brazil
DI6901303.9,Brazil
DI6805387.8,Brazil
DI6901306.3,Brazil
DI6901302.0,Brazil
DI6901304.7,Brazil
DI6900460.9,Brazil
DI6900459.5,Brazil
DI6901307.1,Brazil
DI6805350.9,Brazil
DI6805351.7,Brazil
DI6901047.1,Brazil
DI6901048.0,Brazil
DI6903825.2,Brazil
DI6903827.9,Brazil
DI6902209.7,Brazil
DI6903826.0,Brazil
DI6902923.7,Brazil
DI6903829.5,Brazil
DI6905109.7,Brazil
DI6903857.0,Brazil
DI6903856.2,Brazil
DI6903855.4,Brazil
DI6903858.9,Brazil
DI7001684.4,Brazil
DI6905110.0,Brazil
DI7001685.2,Brazil
DI7001683.6,Brazil
DI7003635.7,Brazil
DI7003634.9,Brazil
DI7005469.0,Brazil
DI7002537.1,Brazil
DI7005468.1,Brazil
DI7005449.5,Brazil
DI7101652.0,Brazil
DI 7103697-0,Brazil
DI7106086.3,Brazil
DI7102634-7,Brazil
DI7102633-9,Brazil
DI7102631-2,Brazil
DI7102637-1,Brazil
DI7102638-0,Brazil
DI7102632-0,Brazil
DI 7103698-9,Brazil
DI7106087-1,Brazil
DI 7103695-4,Brazil
BR 30 2012 000369-5,Brazil
BR 30 2012 000372-5,Brazil
BR 30 2012 000370-9,Brazil
BR-30-2012-006527-5,Brazil
BR 30 2013 003042-3,Brazil
BR 30 2013 000861-4,Brazil
DI 5601576?3,Brazil
107859,Canada
108051,Canada
108052,Canada
108053,Canada
108054,Canada
108055,Canada
108056,Canada
105775,Canada
105776,Canada
105777,Canada
105778,Canada
106505,Canada
106507,Canada
106508,Canada
106509,Canada
106510,Canada
106511,Canada
106512,Canada
106506,Canada
106513,Canada
106514,Canada
106515,Canada
106516,Canada
106517,Canada
106519,Canada
106518,Canada
106520,Canada
106521,Canada
106522,Canada
106523,Canada
106524,Canada
108741,Canada
108062,Canada
108066,Canada
108057,Canada
108061,Canada
108064,Canada
108065,Canada
108060,Canada
108059,Canada
108063,Canada
108058,Canada
108067,Canada
108740,Canada
108738,Canada
108735,Canada
108737,Canada
108736,Canada
108732,Canada
108734,Canada
108733,Canada
108739,Canada
109495,Canada
109496,Canada
109497,Canada
110996,Canada
110998,Canada
110995,Canada
110997,Canada
110999,Canada
110994,Canada
111440,Canada
111442,Canada
108901,Canada
109498,Canada
109499,Canada
110334,Canada
110335,Canada
110332,Canada
110333,Canada
111403,Canada
111404,Canada
111402,Canada
